	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	NA	NA	NA	NA	NA	NA
MSTRG.19538	13610.4173389981	0.384759192734043	0.170841797521409	9.88646109202469	0.0195563275486064	0.0366708208095354	chr3	141324212	141449792	+	NA	NA
ENSG00000249328.3	13.9974953360755	2.00020483072762	0.775484128209648	9.88633396478309	0.019557464819117	0.0366708208095354	chr8	79769371	79871759	-	NA	AC036214.1
MSTRG.691	2643.89136675175	-0.478268224869522	0.160707880930674	9.88571375213661	0.0195630141255464	0.0366783539187546	chr1	11919590	11926428	-	NA	KIAA2013
ENSG00000287067.1	9.57119252635144	-0.0405455788233625	0.823648587798938	9.88272571902003	0.0195897710169114	0.0367256444665278	chr5	137755739	137760740	-	NA	AC106791.3
MSTRG.3725	332.742688695298	0.36946638557756	0.178574319305306	9.88233087166934	0.0195933094384914	0.0367294025218502	chr10	73252790	73254349	+	NA	NA
MSTRG.14870	1804.17464411092	-0.254775846888361	0.111297561278239	9.8812658309233	0.0196028569246878	0.0367441594559319	chr19	58183028	58213562	+	NA	ZNF274
ENSG00000281189.1	64.0038280261241	0.291663908667036	0.290379716697618	9.88111042338443	0.019604250447214	0.0367441594559319	chr7	148987526	148989432	+	NA	GHET1
MSTRG.15141	5434.99348282166	0.468286055300646	0.161089707890344	9.87903800634786	0.0196228428912185	0.0367761286587711	chr2	30146940	30160533	+	NA	YPEL5
MSTRG.1257	13.6937322019494	0.267366677600774	0.633705252940037	9.87485718855366	0.0196604033444276	0.0368436389486354	chr1	44674691	44725591	+	NA	ARMH1
MSTRG.15532	3746.54939586708	0.287827164198702	0.110996153450975	9.87458662792756	0.0196628364921719	0.0368453151765826	chr2	73214221	73227221	+	NA	SMYD5
ENSG00000197776.8	14.466817596293	0.154905354097421	0.646688781278749	9.87227166322602	0.0196836670340402	0.0368814625036875	chr14	49693104	49753150	+	NA	KLHDC1
ENSG00000213149.3	10.9888400554625	1.23842912851805	0.849165496991027	9.869742094749	0.0197064534146466	0.0369212685601384	chr6	110858238	110859147	+	NA	CNN2P9
MSTRG.26713	24.9601995549328	-1.24514960277251	0.472457605592645	9.86709575871122	0.019730319375729	0.0369630908911913	chr9	78219119	78219357	+	NA	AL353705.4
MSTRG.19843	2213.01701576648	-0.146282983237446	0.132038894045573	9.86618612835554	0.0197385294260201	0.0369755789435562	chr3	180602162	180617828	+	NA	TTC14
MSTRG.4329	18.0157101990276	-0.904575764781394	0.617559285411165	9.86411260723324	0.0197572569521075	0.0370077655643904	chr11	243098	243483	-	NA	AC136475.10
MSTRG.10467	1851.20287284588	-0.140199102532818	0.100933596207694	9.86270231119551	0.0197700043672506	0.0370287465450279	chr16	23603159	23641444	-	NA	NA
MSTRG.16806	2927.62326453547	-0.0543889413258958	0.209054425688381	9.86093297110145	0.0197860085458083	0.037055823606908	chr2	241675746	241686944	-	NA	DTYMK
MSTRG.12461	3380.11431862638	-0.225523362039113	0.146626537038475	9.85745667866556	0.0198174896663577	0.0371118798428561	chr17	50346125	50363138	+	NA	XYLT2
MSTRG.1331	9.76529119292796	2.2754421313245	0.78882443705284	9.85561431638676	0.0198341939466068	0.0371402571352397	chr1	51329653	51335324	+	NA	TTC39A-AS1
MSTRG.12829	4070.4031226852	0.104969164351413	0.0948297929417878	9.84886353400742	0.0198955200405574	0.0372521794425825	chr17	75667250	75708062	+	NA	SAP30BP
MSTRG.11302	64.1852593842733	1.1553081619904	0.369782057607101	9.84727728207012	0.0199099570252144	0.0372762963976376	chr16	87693536	87696147	-	NA	AC010536.1
ENSG00000115607.9	3.91749968427435	0.134680924832737	1.64327244683501	9.84584785312134	0.0199229755290176	0.0372977540472093	chr2	102418688	102452565	+	NA	IL18RAP
MSTRG.13740	24.6384214511483	0.887151240709298	0.433139481749656	9.84557296177718	0.0199254800565464	0.0372995266912179	chr19	4454013	4455286	+	NA	AC011498.6
MSTRG.3996	2545.34023095566	0.413254287169581	0.139817781477389	9.84305853876654	0.019948403253933	0.0373395188242538	chr10	98415648	98446947	-	NA	NA
ENSG00000152229.18	3.98599525451389	-3.76803337497804	1.39710402820623	9.84265411474213	0.0199520926772777	0.0373435056471856	chr18	45983535	46072272	-	NA	PSTPIP2
MSTRG.24277	193.308427318333	-0.202797988888042	0.185985215505686	9.83816136977703	0.0199931235788406	0.0374173768830728	chr7	53863989	53866242	None	NA	NA
MSTRG.25125	16039.3536462406	-0.253900846373816	0.217609538810532	9.83381034773325	0.0200329391704631	0.0374889622832065	chr7	151057209	151076526	+	NA	SLC4A2
MSTRG.10827	2905.18233024923	0.430705193909841	0.227932379233718	9.83200957266638	0.020049440590113	0.0375169105548837	chr16	56466835	56520087	-	NA	BBS2
MSTRG.16302	4413.93979241165	-0.578006367440126	0.184693819060203	9.82919341636776	0.0200752732367354	0.0375623138714538	chr2	183117512	183161680	+	NA	NUP35
MSTRG.17038	2147.87198778192	-0.290041110441317	0.175853135911784	9.82525695338245	0.0201114372743108	0.037627039375783	chr20	25612934	25624014	-	NA	NANP
MSTRG.5339	2638.95191680208	-0.338486187241106	0.223768717171781	9.82472577024299	0.0201163221179892	0.0376332382372945	chr11	85628572	85636539	+	NA	TMEM126B
MSTRG.25710	3.89892114491093	-0.219321715030992	1.21651341948247	9.82336216663268	0.0201288673680057	0.0376530351746158	chr8	67313042	67314637	-	NA	AC021321.2
MSTRG.6238	18544.0725728717	0.0463846518704369	0.113737186233461	9.82323375899253	0.0201300491232536	0.0376530351746158	chr12	45919130	45992120	-	NA	NA
MSTRG.20542	142.577088578891	0.317615638752335	0.249008003925064	9.82001025811938	0.0201597378369858	0.0377056222951233	chr4	82128534	82129656	+	NA	HNRNPA3P13
MSTRG.20466	14045.2539539345	-0.344439540628319	0.170621586888974	9.81893149260313	0.0201696829600208	0.0377212768010511	chr4	68948012	69121155	+	NA	NA
ENSG00000198483.13	4.4036856209358	1.61781221435767	1.07855301262777	9.81613792369518	0.0201954592334389	0.0377665339167457	chr1	145866559	145885866	-	NA	ANKRD35
MSTRG.1600	57.1827597357303	0.719550910210299	0.386230265317147	9.81579178088774	0.0201986553469158	0.0377670309817924	chr1	78022564	78024861	-	NA	AC103591.4
MSTRG.15813	4.02701849507536	1.08002143341297	1.34595914808968	9.81576751918203	0.0201988793862781	0.0377670309817924	chr2	110383111	110384642	+	NA	ZBTB45P2
MSTRG.8273	9.55817939010463	0.994129513221996	0.593765978299737	9.81085611038544	0.0202442830030584	0.0378489694559054	chr14	55394939	55395233	-	NA	AL356801.1
MSTRG.26303	5.83611025840806	2.54939881926918	1.43686125894273	9.81044885265822	0.0202480524030692	0.0378530613509169	chr9	4741740	4759639	+	NA	AL353151.2
MSTRG.23410	3081.69999014521	0.0344300910545768	0.209452209886728	9.81025567898851	0.0202498405753972	0.0378534490568666	chr6	112070662	112087529	-	NA	TUBE1
ENSG00000213959.2	4.60207692222004	-3.37636600904618	1.30928240685491	9.8093373250191	0.0202583437271677	0.0378663881735039	chr20	38614912	38615476	-	NA	AL035419.1
MSTRG.15144	8086.53094302918	-0.0558756027902467	0.118374375288061	9.80698500062212	0.0202801401869104	0.0379041708488727	chr2	30879103	31155202	-	NA	NA
ENSG00000287766.1	7.58923552370453	0.0595722997149632	1.28383457543449	9.80620844344534	0.0202873407629738	0.0379146696253937	chr19	2862269	2864428	+	NA	AC006130.3
MSTRG.26587	7.82755165207855	-1.30277522794386	0.802498153653872	9.80510394265534	0.0202975865009226	0.0379308573709297	chr9	37160136	37160237	+	NA	Y_RNA
MSTRG.23513	141.598233311915	-0.662586590927372	0.224286667147096	9.80195426445822	0.0203268319443091	0.0379808322558534	chr6	126643487	126644390	+	NA	PRELID1P1
MSTRG.14273	778.755172178073	0.032412850844898	0.11952784370282	9.80188222797241	0.0203275013025565	0.0379808322558534	chr19	33080898	33130542	+	NA	GPATCH1
MSTRG.10455	3980.26848469616	0.218392619014038	0.290383947759189	9.80167713705242	0.020329407112344	0.0379814295632512	chr16	23581013	23596316	-	NA	NDUFAB1
MSTRG.11118	1124.08764190123	0.17043384335045	0.129009134855901	9.79973933372418	0.0203474228377706	0.0380121225833401	chr16	72665122	72822781	+	NA	AC004943.2
MSTRG.17206	7.59505008962099	-1.20798968673684	0.881020629593639	9.79845030282972	0.0203594156207399	0.0380315599074996	chr20	38961924	38962111	-	NA	AL023803.1
MSTRG.186	57.6784180296798	6.226211450784	1.98931279248548	9.79785030292949	0.020365000219675	0.03803902459129	GL383534.2	110807	119176	+	NA	NA
ENSG00000253686.2	1.53605978847829	-0.114648679737458	2.71128995111239	9.79736021544818	0.0203695629068598	0.038044579468658	chr5	173707613	173746279	-	NA	LINC01484
MSTRG.14301	3.52477701064113	3.4899131044889	1.51700610633584	9.79101027792653	0.0204287713326768	0.0381521882960754	chr19	34593328	34675699	-	NA	SCGB2B2
MSTRG.13564	13.5838217066948	1.71334538577583	0.698150629656112	9.79065633105238	0.0204320765919859	0.0381525840042441	chr18	77112601	77115726	+	NA	AC018529.2
ENSG00000217060.1	28.6717325640901	-0.121098370385737	0.38439419606572	9.79064635399789	0.0204321697682463	0.0381525840042441	chr6	85286075	85290849	+	NA	AL135903.1
ENSG00000124215.17	4.28799549820414	3.35300419265529	1.24740632573394	9.79029101996316	0.0204354885244624	0.0381558057081308	chr20	59958422	60034011	+	NA	CDH26
MSTRG.5680	13.9696920423623	-1.34623988228942	0.771923020043181	9.78867152163254	0.0204506210554332	0.0381810830963203	chr11	123058076	123058161	-	NA	SNORD14E
MSTRG.7407	2271.23553837874	-0.173430680579845	0.145005904532493	9.78693493785039	0.0204668598566678	0.0382072768413542	chr13	26254103	26405238	+	NA	CDK8
MSTRG.21608	1.9009160039897	-4.28907674329003	1.7865645906047	9.78682993801048	0.0204678421164659	0.0382072768413542	chr5	76691438	76716215	-	NA	AC025188.1
MSTRG.23157	2.15926300365018	-3.79328767221729	1.86375650946146	9.78617830445887	0.0204739390986765	0.0382156789817529	chr6	69866555	70212468	+	NA	COL19A1
MSTRG.173	168.927400715796	0.612422022881968	0.950896066412088	9.78588566389035	0.020476677758358	0.0382172028265661	GL339449.2	457773	485763	-	NA	NA
MSTRG.22045	8.75169646870381	2.24571339007585	0.822179394238577	9.78575000428611	0.0204779474428994	0.0382172028265661	chr5	135399279	135401296	+	NA	AC026691.1
MSTRG.15970	1624.57347748433	0.675294921657841	0.307408263439902	9.78500037337932	0.0204849648887283	0.0382273199209388	chr2	131464899	131492743	-	NA	MZT2A
MSTRG.14415	652.895110561602	-0.148174194405553	0.269313688198971	9.78451834533317	0.0204894784978954	0.0382327633531212	chr19	39406846	39409412	+	NA	ZFP36
MSTRG.24476	4933.25751952667	-0.224065511253509	0.108128919947654	9.78211422953052	0.0205120047208064	0.0382718143247958	chr7	77696458	77783022	+	NA	RSBN1L
ENSG00000286450.1	3.1275129976116	3.21617328989876	1.45414023790661	9.78085609432944	0.0205238029619894	0.0382908442327852	chr11	46920879	46929320	+	NA	AC021573.1
ENSG00000204936.10	3.44203794315786	1.28950928654811	1.02672322470007	9.77991181434611	0.0205326623844974	0.0383043887082561	chr19	43353685	43363172	+	NA	CD177
ENSG00000232237.3	32.3570076493786	0.84502685631703	0.372862304563753	9.77971995962302	0.0205344628626822	0.0383047633956367	chr1	201113952	201127184	-	NA	ASCL5
MSTRG.21170	1608.9467781049	-0.710493819292078	0.265821706624087	9.77875612944396	0.0205435103615756	0.0383186554851448	chr5	1798384	1801366	-	NA	MRPL36
ENSG00000226965.2	7.66783990747009	-1.61129732060877	0.760812033785706	9.77805813602484	0.0205500648880738	0.0383278957714631	chr7	110108030	110534757	-	NA	AC073114.1
ENSG00000178055.13	1.61629088955485	-0.114647460651698	2.21165265159671	9.77773408968866	0.0205531085522157	0.0383305870242489	chr3	46829541	46834095	-	NA	PRSS42P
MSTRG.9318	1465.05068048736	0.282995533566348	0.186094941197147	9.7774374646751	0.0205558950447245	0.0383327982821411	chr15	56421543	56465137	-	NA	MNS1
MSTRG.6328	7.84201388786541	-3.0135433350111	3.01088623970864	9.77482673980202	0.0205804361780241	0.0383755742656101	chr12	49295146	49298686	+	NA	PRPH
MSTRG.16528	12978.0907414276	-0.106894736560524	0.142894371319993	9.76956866668741	0.0206299500783195	0.0384649057521949	chr2	208236228	208266074	-	NA	IDH1
MSTRG.2583	11449.3615763676	-0.358981707880257	0.131030575636922	9.76927044340263	0.0206327618722818	0.0384656404265145	chr1	180632021	180890279	+	NA	XPR1
MSTRG.23449	8.98492304904857	2.26740034764367	0.755850806536125	9.7691861387116	0.0206335568060878	0.0384656404265145	chr6	113969700	114471705	+	NA	HDAC2-AS2
MSTRG.20275	5.29866004108501	-2.0830341073196	0.935059061979029	9.76833160475136	0.0206416161567733	0.0384776693515564	chr4	37995493	37996203	-	NA	AC021106.2
MSTRG.16478	6372.48464515317	-0.101865117827967	0.157697801057839	9.76743351912447	0.0206500895874571	0.0384904682230286	chr2	203014878	203226378	+	NA	NBEAL1
MSTRG.4159	10.9519632600804	-1.08497013231348	0.667844152095432	9.76253414984716	0.0206963752827821	0.0385737392996187	chr10	117267115	117268668	-	NA	AL391988.1
MSTRG.1051	8.91352597132257	-0.288332295872286	0.731017973127614	9.76199396258471	0.0207014848130509	0.0385802595792137	chr1	34755046	34758512	+	NA	GJB5
MSTRG.21531	102.289447449957	0.433011780270041	0.254336994716943	9.75976667290114	0.0207225654171693	0.0386165409711702	chr5	69492291	69558104	+	NA	OCLN
MSTRG.13871	2698.62344861139	-0.0544944413562607	0.181413662374372	9.75798984039324	0.0207393977003943	0.0386449005784485	chr19	10106222	10115372	+	NA	PPAN-P2RY11
MSTRG.18130	22.2331512423242	0.75158667777983	0.491952815411771	9.75517841391962	0.0207660583296985	0.0386915680643449	chr22	35992320	36000469	+	NA	Z82217.1
MSTRG.27382	172.219489553562	0.697787358940393	0.248707406602105	9.75483461375586	0.0207693208797078	0.0386946360993917	chrM	9990	10058	+	NA	MT-TG
MSTRG.16681	6449.3352268985	0.199051510979412	0.150520333408099	9.7528261509581	0.0207883905908755	0.0387245416497204	chr2	230864638	230879248	+	NA	ITM2C
ENSG00000273983.1	64.4956469052593	-0.0568715449257589	0.37705005722006	9.75280337005459	0.0207886069868519	0.0387245416497204	chr6	26269404	26271815	-	NA	H3C8
MSTRG.13249	23.1776189460378	-0.656028208281724	0.559227812222396	9.7511546092156	0.0208042744537622	0.0387504560973917	chr18	22699480	22933764	-	NA	AC090912.1
MSTRG.8750	9.50499458461285	2.4766214784392	1.02383543311129	9.75099884632482	0.0208057552010426	0.0387504560973917	chr14	101952415	101953063	+	NA	AL118558.4
ENSG00000237732.9	1.66753873745252	-5.15261936660004	2.32542285869094	9.75057779454668	0.0208097584136482	0.0387548977269575	chr2	222318274	222352989	+	NA	CT75
ENSG00000277775.2	16.4325643075831	1.84089824829514	0.622677430453503	9.74842510925605	0.0208302372129001	0.0387900194649745	chr6	26250141	26250635	-	NA	H3C7
MSTRG.24857	148.349066281031	0.489104867785913	0.328223896006064	9.74817241268372	0.0208326424486625	0.0387914818099278	chr7	128655961	128658791	-	NA	CICP14
MSTRG.18372	609.552116978644	0.213614979413326	0.149634768167188	9.74617334050475	0.0208516797854185	0.0388239113709379	chr22	49900228	49918438	-	NA	ALG12
MSTRG.21219	45209.6602006566	-0.0332361428291285	0.119606868557565	9.74552419652076	0.0208578653132745	0.0388324088626707	chr5	10249928	10266389	+	NA	CCT5
MSTRG.14196	377.846652570975	0.0681840969021244	0.159988303690606	9.74399516115422	0.0208724422239818	0.0388565265875354	chr19	20257719	20259418	+	NA	AC078899.1
MSTRG.9780	35.6267510541089	0.670828333061576	0.475972044491942	9.74194124261135	0.0208920388035579	0.0388899845452424	chr15	85180199	85234795	-	NA	AC044860.1
MSTRG.14345	1774.52807354962	-0.319966167316173	0.181226328845512	9.74107884569869	0.0209002723771971	0.038902287006946	chr19	36114288	36125947	+	NA	TBCB
MSTRG.22784	76.286403843987	0.195055533615437	0.255850418372585	9.74077003932749	0.0209032214231403	0.0389038840889446	chr6	31164336	31180731	-	NA	POU5F1
MSTRG.13875	1865.26626287272	-0.411902800977273	0.181803094796808	9.74064876202812	0.0209043797115364	0.0389038840889446	chr19	10251900	10260055	+	NA	MRPL4
MSTRG.12472	57.9547616310651	0.240772696496941	0.346507986658936	9.73981685019687	0.0209123267873773	0.0389156494599422	chr17	50464495	50468906	-	NA	CHAD
MSTRG.5014	3802.79996174904	0.0356070878943549	0.125494777197496	9.73930184266291	0.0209172480309776	0.0389217826831758	chr11	65996544	66002176	-	NA	EIF1AD
ENSG00000278997.1	50.4322973241306	1.09472803469801	0.385929777564647	9.73864460104727	0.0209235300687437	0.0389304468551777	chr1	33141870	33143230	-	NA	AL662907.1
ENSG00000274026.2	36.5132466943407	-0.739185538907778	0.43151370218648	9.73822816297402	0.0209275114202201	0.0389335035064806	chr9	67717410	67719178	-	NA	FAM27E3
MSTRG.19153	2615.00797846193	-0.154103009543257	0.131414381198162	9.73813265066082	0.0209284246694821	0.0389335035064806	chr3	94062979	94131832	+	NA	NA
MSTRG.17770	16498.5563916669	0.456404677095457	0.284917417292656	9.73784617113682	0.0209311641030208	0.0389355748940368	chr21	45405164	45513720	+	NA	COL18A1
MSTRG.15971	29.5450302991772	-0.0295054142055569	0.434710897078284	9.73668332378884	0.0209422873374964	0.0389532400639808	chr2	131476118	131482934	+	NA	TUBA3D
MSTRG.25892	16205.0187721441	-0.762732548190901	0.252819508385625	9.73538131837384	0.0209547485789007	0.0389733910268237	chr8	96222946	96235546	-	NA	UQCRB
ENSG00000081052.13	2.88631684019114	5.01045280351374	1.65414180878466	9.73456561456601	0.0209625592313772	0.0389821815162453	chr2	227002713	227164453	-	NA	COL4A4
MSTRG.25714	10.3490056629954	0.310598210808653	0.665907456386865	9.73454770171935	0.0209627307852957	0.0389821815162453	chr8	73297710	73356461	-	NA	RDH10-AS1
MSTRG.4034	2101.43868685682	-0.0933766469136392	0.1519757197351	9.73014638633757	0.0210049246308641	0.0390576118349644	chr10	101570559	101609662	+	NA	DPCD
MSTRG.22621	3961.05552301165	0.359435816157476	0.130392104993028	9.72838692398355	0.0210218152939162	0.0390859840847984	chr6	20401878	20493714	+	NA	E2F3
MSTRG.15156	22565.8238247742	1.48353711546036	0.742922337757157	9.72793774697053	0.0210261294850627	0.0390909702367477	chr2	32916228	32916625	+	NA	NA
MSTRG.26952	773.219676534763	0.478097522420882	0.18596856698686	9.72595780334217	0.0210451565291736	0.0391233070606001	chr9	107484851	107490482	-	NA	KLF4
ENSG00000155269.12	2.86259962508099	1.87711985567388	1.16649681231412	9.72506042265518	0.0210537858276137	0.039136310776901	chr4	8558724	8619761	+	NA	GPR78
ENSG00000269961.1	21.4274355990696	1.05335338041695	0.652098434884994	9.7248122909627	0.0210561724987971	0.0391377091249084	chr5	65924628	65925135	-	NA	AC010359.2
MSTRG.11507	3373.22837140647	-0.304944749579395	0.226007157555853	9.72424245730835	0.0210616544873556	0.0391448601640964	chr17	5471253	5486811	-	NA	DERL2
MSTRG.1743	118.189636547239	0.104383575327941	0.231038597768311	9.72266017074813	0.0210768839580863	0.0391701252045272	chr1	95161675	95233982	-	NA	AC092802.1
MSTRG.10976	4609.86452002629	-0.0386208613273676	0.106798942134364	9.72238494308002	0.0210795341217069	0.0391720102497589	chr16	67987745	68229259	+	NA	DUS2
MSTRG.19503	46.4289381789814	-0.0425014790389895	0.344063634924035	9.71951111541139	0.0211072257238645	0.0392204257921672	chr3	136837337	136839021	-	NA	AC096992.2
MSTRG.24354	156.614135956606	-0.852527193722412	0.307098146921087	9.71655846867122	0.0211357140130528	0.0392703140717382	chr7	66156530	66157858	+	NA	NA
